fact_id,layer,pair_type,variant_id_a,variant_id_b,is_correct_a,is_correct_b,cosine_distance,l2_distance,jaccard_distance,n_active_a,n_active_b,n_shared_features
cf_10000,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,626.9371948242188,1.0,7,4,0
cf_10000,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,639.102783203125,1.0,5,7,0
cf_10000,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9826017618179321,677.806396484375,0.95,10,11,1
cf_10000,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9769012928009033,1650.0240478515625,0.9655172413793104,15,15,1
cf_10000,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9368144273757935,1548.65576171875,0.9696969696969697,16,18,1
cf_10000,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7024515867233276,2683.5205078125,0.8275862068965517,17,17,5
cf_10006,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,613.486328125,1.0,5,4,0
cf_10006,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9832763075828552,614.8817749023438,0.9285714285714286,7,8,1
cf_10006,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9685331583023071,640.8251953125,0.8666666666666667,9,8,2
cf_10006,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.927557110786438,1754.642822265625,0.92,14,13,2
cf_10006,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9074965715408325,1871.4677734375,0.9032258064516129,15,19,3
cf_10006,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9099164009094238,3639.0966796875,0.896551724137931,14,18,3
cf_10033,2,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.03262704610824585,116.07945251464844,0.5714285714285714,6,4,3
cf_10033,3,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.02665024995803833,129.3548583984375,0.4545454545454546,8,9,6
cf_10033,4,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.07088655233383179,240.07568359375,0.46153846153846156,11,9,7
cf_10033,12,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.0870773196220398,666.628173828125,0.6521739130434783,15,16,8
cf_10033,15,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.14831006526947021,679.317138671875,0.4736842105263158,13,16,10
cf_10033,18,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.1430215835571289,1311.5262451171875,0.5925925925925926,17,21,11
cf_1004,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,641.525634765625,1.0,8,4,0
cf_1004,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,640.3704833984375,1.0,5,5,0
cf_1004,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9850403666496277,699.2361450195312,0.9444444444444444,10,9,1
cf_1004,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.931103527545929,1389.3118896484375,0.9411764705882353,19,17,2
cf_1004,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9668307304382324,1756.82470703125,0.96875,16,17,1
cf_1004,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9322373867034912,3705.764404296875,0.9,19,14,3
cf_10043,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.11818712949752808,255.85899353027344,0.5555555555555556,6,7,4
cf_10043,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.07882976531982422,198.77560424804688,0.5,12,15,9
cf_10043,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.10355943441390991,312.1129150390625,0.5789473684210527,13,14,8
cf_10043,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.3758509159088135,946.3330078125,0.8,22,26,8
cf_10043,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.3068771958351135,1035.8995361328125,0.7407407407407407,16,18,7
cf_10043,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.35106921195983887,1836.556884765625,0.7241379310344828,20,17,8
cf_10047,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.16849762201309204,307.07861328125,0.6153846153846154,7,11,5
cf_10047,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.10810136795043945,234.77430725097656,0.65,14,13,7
cf_10047,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.17635703086853027,373.9065856933594,0.7931034482758621,14,21,6
cf_10047,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6628812551498413,1206.394287109375,0.9032258064516129,19,15,3
cf_10047,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.4571702480316162,1394.23291015625,0.7714285714285715,19,24,8
cf_10047,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.478862464427948,2074.920166015625,0.8148148148148149,13,19,5
cf_10076,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.012777268886566162,64.90705871582031,0.0,5,5,5
cf_10076,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.03167986869812012,104.25959777832031,0.7,6,7,3
cf_10076,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.09553396701812744,202.86654663085938,0.5454545454545454,9,7,5
cf_10076,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.33598822355270386,1582.7464599609375,0.8333333333333334,17,32,7
cf_10076,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7871960401535034,2374.934814453125,0.8857142857142857,21,18,4
cf_10076,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9864821434020996,4895.54931640625,0.9512195121951219,21,22,2
cf_10079,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.05059611797332764,137.8056182861328,0.6666666666666667,6,6,3
cf_10079,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.08569389581680298,198.90773010253906,0.8125,10,9,3
cf_10079,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.07740122079849243,224.67149353027344,0.5,12,9,7
cf_10079,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.2360743284225464,827.4578247070312,0.5454545454545454,15,17,10
cf_10079,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.4317406415939331,1086.3883056640625,0.7391304347826086,14,15,6
cf_10079,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.2848489284515381,1704.8402099609375,0.7037037037037037,18,17,8
cf_10101,2,correct_correct,paraphrase_00,paraphrase_01,True,True,0.02030777931213379,86.8559341430664,0.625,5,6,3
cf_10101,3,correct_correct,paraphrase_00,paraphrase_01,True,True,0.02793365716934204,110.99610900878906,0.6,6,8,4
cf_10101,4,correct_correct,paraphrase_00,paraphrase_01,True,True,0.055031657218933105,235.41314697265625,0.18181818181818177,11,9,9
cf_10101,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.0318027138710022,517.2708740234375,0.4545454545454546,16,18,12
cf_10101,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.11248338222503662,593.9096069335938,0.5555555555555556,14,12,8
cf_10101,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.11311113834381104,1335.6240234375,0.5416666666666667,18,17,11
cf_10106,2,correct_correct,paraphrase_00,paraphrase_01,True,True,0.0015482902526855469,23.45332145690918,0.0,5,5,5
cf_10106,3,correct_correct,paraphrase_00,paraphrase_01,True,True,0.009057879447937012,63.59473419189453,0.16666666666666663,11,11,10
cf_10106,4,correct_correct,paraphrase_00,paraphrase_01,True,True,0.005357086658477783,62.71828079223633,0.0,11,11,11
cf_10106,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.07417809963226318,472.35064697265625,0.3913043478260869,19,18,14
cf_10106,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.4707801938056946,1078.67724609375,0.6785714285714286,22,15,9
cf_10106,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.19937056303024292,1076.5406494140625,0.35,18,15,13
cf_10110,2,correct_correct,paraphrase_00,paraphrase_01,True,True,0.0312919020652771,105.93368530273438,0.33333333333333337,6,4,4
cf_10110,3,correct_correct,paraphrase_00,paraphrase_01,True,True,0.11973893642425537,229.522705078125,0.7,6,7,3
cf_10110,4,correct_correct,paraphrase_00,paraphrase_01,True,True,0.08692002296447754,211.3345489501953,0.5,8,10,6
cf_10110,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.09759503602981567,651.4512329101562,0.625,15,18,9
cf_10110,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.3596568703651428,949.3560180664062,0.6956521739130435,15,15,7
cf_10110,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.17781513929367065,1871.3338623046875,0.6521739130434783,14,17,8
cf_10120,2,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,803.3455810546875,1.0,12,5,0
cf_10120,3,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,828.7518310546875,1.0,18,6,0
cf_10120,4,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,924.681396484375,1.0,16,8,0
cf_10120,12,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.6445285677909851,2112.80908203125,0.782608695652174,17,11,5
cf_10120,15,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.7348496913909912,2233.307861328125,0.8461538461538461,20,10,4
cf_10120,18,correct_wrong,paraphrase_00,paraphrase_01,False,True,0.5785409212112427,3248.426513671875,0.8333333333333334,19,16,5
cf_10123,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.002010643482208252,33.749515533447266,0.0,4,4,4
cf_10123,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.044261395931243896,145.3171844482422,0.4444444444444444,8,6,5
cf_10123,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.1529582142829895,339.44781494140625,0.41666666666666663,12,7,7
cf_10123,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.25435346364974976,1376.1126708984375,0.7391304347826086,14,15,6
cf_10123,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.33125823736190796,1197.248779296875,0.6538461538461539,17,18,9
cf_10123,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.3463761806488037,1847.3525390625,0.6875,23,19,10
cf_10124,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.07257658243179321,175.98406982421875,0.7777777777777778,5,6,2
cf_10124,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.09003084897994995,217.65696716308594,0.7777777777777778,5,6,2
cf_10124,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.09661310911178589,270.64788818359375,0.75,7,8,3
cf_10124,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.1124451756477356,991.2000122070312,0.6,15,13,8
cf_10124,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.5941351652145386,2126.994384765625,0.7916666666666666,12,17,5
cf_10124,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6474456191062927,2955.9208984375,0.8695652173913043,13,13,3
cf_10134,2,correct_correct,paraphrase_00,paraphrase_01,True,True,1.0,666.8163452148438,1.0,5,17,0
cf_10134,3,correct_correct,paraphrase_00,paraphrase_01,True,True,0.9747769236564636,710.828857421875,0.9655172413793104,8,22,1
cf_10134,4,correct_correct,paraphrase_00,paraphrase_01,True,True,1.0,705.9017944335938,1.0,8,19,0
cf_10134,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.9856573343276978,1660.853271484375,0.9722222222222222,15,22,1
cf_10134,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.8575248718261719,2291.0380859375,0.8333333333333334,19,16,5
cf_10134,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.8849669694900513,3958.8876953125,0.926829268292683,21,23,3
cf_10140,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,836.9585571289062,1.0,7,4,0
cf_10140,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,841.507080078125,1.0,8,6,0
cf_10140,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.975421667098999,865.5108642578125,0.8823529411764706,10,9,2
cf_10140,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.3257482051849365,1456.8587646484375,0.84,13,16,4
cf_10140,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6059558391571045,1618.6832275390625,0.8928571428571429,19,12,3
